classifier,dataset,fit_time,fold,score_time,test_accuracy,test_f1_macro,test_precision_macro,test_recall_macro
Classifiers.GBM,euler,500.2447340488434,16,0.02800607681274414,0.6751543209876543,0.6743037005008412,0.6779014171738572,0.6751543209876543
Classifiers.GBM,euler,500.43377780914307,17,0.028006553649902344,0.6670524691358025,0.6652994596691539,0.6675377987159536,0.6670524691358026
Classifiers.GBM,euler,500.4347779750824,18,0.028006553649902344,0.6512345679012346,0.6505588535858658,0.6545281477503971,0.6512345679012346
Classifiers.GBM,euler,500.49879240989685,19,0.02700638771057129,0.6547067901234568,0.6518987510882203,0.6536072460995146,0.6547067901234568
Classifiers.MLP,yaw,77.61733865737915,0,0.012001991271972656,0.39891975308641975,0.39323343047523296,0.3972174409914978,0.39891975308641975
Classifiers.MLP,yaw,79.33271932601929,1,0.013005256652832031,0.39737654320987653,0.38010481780325805,0.38304913225598547,0.3973765432098765
Classifiers.MLP,yaw,78.77659606933594,2,0.014003276824951172,0.3958333333333333,0.3701135833541608,0.39457426812612356,0.39583333333333326
Classifiers.MLP,yaw,79.05665731430054,3,0.01300358772277832,0.4185956790123457,0.40526157639282734,0.4135412484553157,0.4185956790123457
Classifiers.MLP,yaw,80.45396900177002,4,0.008010387420654297,0.41396604938271603,0.3990707910938443,0.4092449488172096,0.4139660493827161
Classifiers.MLP,yaw,79.81682586669922,5,0.00800180435180664,0.4070216049382716,0.3935712373039292,0.4037947323073011,0.4070216049382716
Classifiers.MLP,yaw,80.35795664787292,6,0.009001970291137695,0.39853395061728397,0.38249520774657,0.39584200813915454,0.39853395061728397
Classifiers.MLP,yaw,79.5377631187439,7,0.011002540588378906,0.39467592592592593,0.3757007947127698,0.3815241671256124,0.394675925925926
Classifiers.MLP,yaw,68.8183708190918,8,0.013002395629882812,0.38310185185185186,0.3591250530022974,0.3793450449586201,0.38310185185185186
Classifiers.MLP,yaw,68.88338470458984,9,0.013004064559936523,0.39197530864197533,0.373239479509126,0.3860811352592228,0.39197530864197533
Classifiers.MLP,yaw,78.78759479522705,10,0.012002706527709961,0.4047067901234568,0.3858390502814219,0.3950641065844458,0.40470679012345673
Classifiers.MLP,yaw,79.34371733665466,11,0.012002706527709961,0.4070216049382716,0.39526223062047905,0.40429094757786754,0.40702160493827155
Classifiers.MLP,yaw,80.02887392044067,12,0.009001493453979492,0.41203703703703703,0.40216303642584905,0.4095211152850314,0.412037037037037
Classifiers.MLP,yaw,77.50630855560303,13,0.013001680374145508,0.376929012345679,0.3645026453548964,0.3767703809527331,0.37692901234567905
Classifiers.MLP,yaw,79.94885587692261,14,0.012002706527709961,0.3896604938271605,0.3770219993171098,0.3993086432765844,0.38966049382716045
Classifiers.MLP,yaw,78.32049059867859,15,0.013002872467041016,0.38503086419753085,0.3686059066262507,0.37834240635003896,0.38503086419753085
Classifiers.MLP,yaw,51.67854928970337,16,0.008001565933227539,0.3846450617283951,0.3747355495132967,0.39465950967048985,0.3846450617283951
Classifiers.MLP,yaw,51.16342639923096,17,0.008010625839233398,0.38348765432098764,0.3709058029538632,0.37859846675220926,0.3834876543209877
Classifiers.MLP,yaw,50.04718518257141,18,0.00800180435180664,0.38850308641975306,0.3699911514906051,0.3878655960531936,0.3885030864197531
Classifiers.MLP,yaw,39.79589557647705,19,0.008002042770385742,0.38117283950617287,0.3653390255063608,0.374564907663348,0.3811728395061728
Classifiers.KNN,yaw,0.009001970291137695,0,1.8294086456298828,,,,
Classifiers.KNN,yaw,0.009001970291137695,1,2.09147572517395,,,,
Classifiers.KNN,yaw,0.031008005142211914,2,3.9458775520324707,,,,
Classifiers.KNN,yaw,0.032004356384277344,3,7.909765005111694,0.49382716049382713,0.4893425073754304,0.48919260589964497,0.4938271604938272
Classifiers.KNN,yaw,0.031006574630737305,4,3.072690963745117,,,,
Classifiers.KNN,yaw,0.03200697898864746,5,7.823744773864746,0.49421296296296297,0.4888776407005634,0.4910288024006426,0.4942129629629629
Classifiers.KNN,yaw,0.030007362365722656,6,7.865755081176758,0.4695216049382716,0.46355700019784074,0.4653361190098162,0.4695216049382716
Classifiers.KNN,yaw,0.030007362365722656,7,3.183711528778076,,,,
Classifiers.KNN,yaw,0.031008005142211914,8,3.8598625659942627,,,,
Classifiers.KNN,yaw,0.031006574630737305,9,3.1887145042419434,,,,
Classifiers.KNN,yaw,0.030007362365722656,10,7.910764217376709,0.5007716049382716,0.4975004694614226,0.5008038877987937,0.5007716049382717
Classifiers.KNN,yaw,0.031006574630737305,11,4.034901857376099,,,,
Classifiers.KNN,yaw,0.01600170135498047,12,7.65271258354187,0.4888117283950617,0.48502826463031634,0.4856620728027931,0.4888117283950617
Classifiers.KNN,yaw,0.031008005142211914,13,3.0176708698272705,,,,
Classifiers.KNN,yaw,0.032004356384277344,14,3.990893840789795,,,,
Classifiers.KNN,yaw,0.015004396438598633,15,1.9274394512176514,,,,
Classifiers.KNN,yaw,0.08101797103881836,16,0.054007768630981445,,,,
Classifiers.KNN,yaw,0.06201457977294922,17,6.296401739120483,0.48302469135802467,0.479961638228572,0.48296813779758896,0.4830246913580247
Classifiers.KNN,yaw,0.06000828742980957,18,6.196380376815796,0.47800925925925924,0.47071692934703485,0.47366159553936854,0.47800925925925924
Classifiers.KNN,yaw,0.05100607872009277,19,0.07101130485534668,,,,
Classifiers.DT,yaw,4.666041851043701,0,0.01000213623046875,0.4737654320987654,0.4730216123042911,0.47272411737646003,0.47376543209876537
Classifiers.DT,yaw,4.6330366134643555,1,0.009999513626098633,0.49266975308641975,0.4930841392460217,0.4943298201584993,0.49266975308641975
Classifiers.DT,yaw,4.580021858215332,2,0.00800180435180664,0.4810956790123457,0.48032187391240044,0.4800695180298054,0.4810956790123456
Classifiers.DT,yaw,4.683043956756592,3,0.006001710891723633,0.48919753086419754,0.4899240704582386,0.49102804868640987,0.48919753086419754
Classifiers.DT,yaw,4.665040493011475,4,0.009002923965454102,0.4679783950617284,0.4672559795823368,0.46723650339057493,0.4679783950617284
Classifiers.DT,yaw,4.60202693939209,5,0.009001970291137695,0.5096450617283951,0.5084043736775911,0.5076814088436366,0.5096450617283952
Classifiers.DT,yaw,4.607028245925903,6,0.01000213623046875,0.47955246913580246,0.4792363192507638,0.4795918809940026,0.47955246913580246
Classifiers.DT,yaw,4.6430346965789795,7,0.008002042770385742,0.4826388888888889,0.4818929318859757,0.4815547363199153,0.4826388888888889
Classifiers.DT,yaw,4.600026369094849,8,0.010002374649047852,0.48649691358024694,0.48659565059827226,0.4869876010792242,0.48649691358024694
Classifiers.DT,yaw,4.632033109664917,9,0.01000213623046875,0.48572530864197533,0.4859152083702505,0.48659892073225275,0.4857253086419753
Classifiers.DT,yaw,4.5820231437683105,10,0.009001970291137695,0.5023148148148148,0.5030404817825235,0.5044104355878672,0.5023148148148149
Classifiers.DT,yaw,4.629033088684082,11,0.008002042770385742,0.49074074074074076,0.4901796716682404,0.4900930568470071,0.4907407407407407
Classifiers.DT,yaw,4.661040306091309,12,0.0070018768310546875,0.49614197530864196,0.49690811121696005,0.499618820816253,0.49614197530864196
Classifiers.DT,yaw,4.621031045913696,13,0.009002447128295898,0.4876543209876543,0.48792156517876584,0.4894987438135844,0.4876543209876544
Classifiers.DT,yaw,4.638034343719482,14,0.007001638412475586,0.4853395061728395,0.48457414383962916,0.48440897444559883,0.4853395061728395
Classifiers.DT,yaw,4.641035795211792,15,0.008001565933227539,0.4799382716049383,0.4801929619681143,0.48111415292919624,0.4799382716049382
Classifiers.DT,yaw,3.032677173614502,16,0.0060007572174072266,0.47646604938271603,0.47713108439365254,0.47848243615696884,0.4764660493827161
Classifiers.DT,yaw,3.0146732330322266,17,0.007001161575317383,0.47453703703703703,0.47652684628471476,0.4791198506771663,0.474537037037037
Classifiers.DT,yaw,3.0646848678588867,18,0.007001638412475586,0.49382716049382713,0.49346170944564627,0.49339817115904716,0.4938271604938271
Classifiers.DT,yaw,3.0486807823181152,19,0.007001161575317383,0.49691358024691357,0.4952263670946297,0.4946523814283456,0.49691358024691357
Classifiers.RF,yaw,50.41725778579712,0,0.061012983322143555,0.47183641975308643,0.4587371228027722,0.46311091858654396,0.47183641975308643
Classifiers.RF,yaw,50.33924317359924,1,0.07601690292358398,0.4834104938271605,0.4713231830097734,0.47164545777810524,0.4834104938271605
Classifiers.RF,yaw,50.435264587402344,2,0.06201362609863281,0.4810956790123457,0.4738237650901158,0.4776577264342569,0.4810956790123456
Classifiers.RF,yaw,50.48727297782898,3,0.05901384353637695,0.4837962962962963,0.47170765918697494,0.4709587909127919,0.48379629629629634
Classifiers.RF,yaw,50.472269773483276,4,0.0600132942199707,0.4791666666666667,0.47175048609840264,0.47333577382497033,0.4791666666666667
Classifiers.RF,yaw,50.56729221343994,5,0.052011966705322266,0.4818672839506173,0.47269098712849567,0.4745141864268619,0.4818672839506173
Classifiers.RF,yaw,50.25922203063965,6,0.06601476669311523,0.4807098765432099,0.473082879337492,0.4743567890973813,0.4807098765432099
Classifiers.RF,yaw,50.51928210258484,7,0.060013532638549805,0.47183641975308643,0.4611502189643303,0.4615115058086674,0.47183641975308643
Classifiers.RF,yaw,50.28523063659668,8,0.06101417541503906,0.4664351851851852,0.4547210371372523,0.45654956491858834,0.46643518518518523
Classifiers.RF,yaw,50.491276025772095,9,0.05901360511779785,0.4880401234567901,0.4795784967738328,0.48076038530118925,0.4880401234567901
Classifiers.RF,yaw,50.35824680328369,10,0.06201457977294922,0.4810956790123457,0.47184400264328175,0.47404946769018275,0.4810956790123456
Classifiers.RF,yaw,50.58329653739929,11,0.0490109920501709,0.4880401234567901,0.47766137095790445,0.4791011740848663,0.4880401234567901
Classifiers.RF,yaw,50.49727535247803,12,0.0600132942199707,0.49459876543209874,0.4872201300790489,0.4890651940115112,0.4945987654320988
Classifiers.RF,yaw,50.597299337387085,13,0.052011966705322266,0.47260802469135804,0.46462226129793127,0.4682041200543072,0.47260802469135804
Classifiers.RF,yaw,50.37825131416321,14,0.061013221740722656,0.4695216049382716,0.4585863966849162,0.4615372342178667,0.4695216049382716
Classifiers.RF,yaw,50.37924933433533,15,0.0600132942199707,0.4683641975308642,0.4583789782880522,0.459372721593133,0.46836419753086417
Classifiers.RF,yaw,31.005934715270996,16,0.04800128936767578,0.4679783950617284,0.46066355181820856,0.4643001844496021,0.4679783950617284
Classifiers.RF,yaw,31.092944383621216,17,0.046010732650756836,0.47685185185185186,0.46719932670110126,0.4689956156482322,0.4768518518518518
Classifiers.RF,yaw,30.942920446395874,18,0.04700040817260742,0.46875,0.45795289890676727,0.45842281700751136,0.46875
Classifiers.RF,yaw,30.94892191886902,19,0.047000885009765625,0.4699074074074074,0.45818021093384076,0.45919097349177473,0.46990740740740744
Classifiers.GBM,yaw,220.6822865009308,0,0.03400754928588867,0.6763117283950617,0.6740260596675725,0.6819061238860262,0.6763117283950617
Classifiers.GBM,yaw,221.28842210769653,1,0.03300738334655762,0.6786265432098766,0.6770648937804441,0.6846688675889999,0.6786265432098766
Classifiers.GBM,yaw,220.89333367347717,2,0.03400754928588867,0.6697530864197531,0.6678330251213712,0.6752778553383935,0.6697530864197532
Classifiers.GBM,yaw,221.7165174484253,3,0.034008026123046875,0.6871141975308642,0.6852475328987196,0.691071713435997,0.6871141975308643
Classifiers.GBM,yaw,221.7745304107666,4,0.03400707244873047,0.6577932098765432,0.6563567596645972,0.6605024311651291,0.6577932098765432
Classifiers.GBM,yaw,220.6832857131958,5,0.036008596420288086,0.6724537037037037,0.6703255169400817,0.6750710772071211,0.6724537037037037
Classifiers.GBM,yaw,221.44745755195618,6,0.033006906509399414,0.6797839506172839,0.6786140172454915,0.6831069916336848,0.6797839506172839
Classifiers.GBM,yaw,221.7605278491974,7,0.03100752830505371,0.6624228395061729,0.6598347212330832,0.6677046304964032,0.6624228395061729
Classifiers.GBM,yaw,221.73352241516113,8,0.03400731086730957,0.6643518518518519,0.6621781473720799,0.6708605484141491,0.6643518518518517
Classifiers.GBM,yaw,221.8755509853363,9,0.026005983352661133,0.6878858024691358,0.6860695831678743,0.6926221744669081,0.6878858024691358
Classifiers.GBM,yaw,221.87455201148987,10,0.02600574493408203,0.683641975308642,0.6821742785545648,0.6869840857036618,0.683641975308642
Classifiers.GBM,yaw,221.74652242660522,11,0.03200674057006836,0.6793981481481481,0.678643587994268,0.6843249508433407,0.6793981481481483
Classifiers.GBM,yaw,221.25941514968872,12,0.03800821304321289,0.6790123456790124,0.6777390938169003,0.6815535309830271,0.6790123456790124
Classifiers.GBM,yaw,221.76352906227112,13,0.027005910873413086,0.6728395061728395,0.6712250383901615,0.6757927710676767,0.6728395061728395
Classifiers.GBM,yaw,221.67550921440125,14,0.029006481170654297,0.6840277777777778,0.6829044155081934,0.6908431128385951,0.6840277777777778
Classifiers.GBM,yaw,221.2354109287262,15,0.0400087833404541,0.6847993827160493,0.6827585373023162,0.6866111400480204,0.6847993827160495
Classifiers.GBM,yaw,181.55355858802795,16,0.025005578994750977,0.6774691358024691,0.6764833031977666,0.6818549582895579,0.6774691358024693
Classifiers.GBM,yaw,181.44153380393982,17,0.025005578994750977,0.6929012345679012,0.692149563182121,0.6961941184744352,0.6929012345679013
Classifiers.GBM,yaw,181.65257859230042,18,0.025005578994750977,0.6550925925925926,0.6528450678535975,0.660631006829038,0.6550925925925926
Classifiers.GBM,yaw,181.43853330612183,19,0.025005578994750977,0.6793981481481481,0.677015631719418,0.6835890455978764,0.6793981481481481
Classifiers.MLP,all,174.83705472946167,0,0.02300095558166504,0.47530864197530864,0.4658680299383676,0.4808919637965543,0.47530864197530864
Classifiers.MLP,all,227.03170657157898,1,0.01800537109375,0.48649691358024694,0.48018052389012816,0.48209942412918966,0.48649691358024694
Classifiers.MLP,all,229.22419595718384,2,0.013003110885620117,0.4888117283950617,0.48057653048523796,0.4862937908189987,0.4888117283950617
Classifiers.MLP,all,227.9699158668518,3,0.019004344940185547,0.49228395061728397,0.4948098678262507,0.5103885078652891,0.4922839506172839
Classifiers.MLP,all,201.76306438446045,4,0.02300548553466797,0.4699074074074074,0.45683293781387857,0.48060430162114975,0.46990740740740744
Classifiers.MLP,all,228.88611960411072,5,0.01900506019592285,0.4810956790123457,0.47825682024215005,0.4838625849902928,0.48109567901234573
Classifiers.MLP,all,213.13460421562195,6,0.02000594139099121,0.4494598765432099,0.43747975317511056,0.4523008591109952,0.4494598765432099
Classifiers.MLP,all,230.08838844299316,7,0.01200246810913086,0.4683641975308642,0.46016181487776975,0.4732848012964713,0.46836419753086417
Classifiers.MLP,all,220.73330092430115,8,0.019002914428710938,0.46257716049382713,0.46963925926506217,0.4883481945546604,0.4625771604938272
Classifiers.MLP,all,229.51726007461548,9,0.011002779006958008,0.49112654320987653,0.48969050870282743,0.4951866144634207,0.4911265432098766
Classifiers.MLP,all,198.23927640914917,10,0.024005413055419922,0.49614197530864196,0.4854716273270882,0.4845612868889185,0.49614197530864196
Classifiers.MLP,all,201.7980694770813,11,0.02300739288330078,0.49691358024691357,0.4858295002618077,0.4991756320221801,0.49691358024691357
Classifiers.MLP,all,180.4783103466034,12,0.022004127502441406,0.5,0.4918373731938378,0.499342212791827,0.5
Classifiers.MLP,all,174.46896839141846,13,0.024004220962524414,0.4513888888888889,0.43779865377272753,0.46154483238198896,0.4513888888888889
Classifiers.MLP,all,229.12617230415344,14,0.012002229690551758,0.4799382716049383,0.4777858121473144,0.4788492213802744,0.4799382716049383
Classifiers.MLP,all,229.28820824623108,15,0.017004013061523438,0.49344135802469136,0.4851766151756369,0.48747681618338884,0.49344135802469136
Classifiers.MLP,all,112.74518775939941,16,0.010003328323364258,0.48572530864197533,0.4832513780790765,0.49409926352513966,0.4857253086419753
Classifiers.MLP,all,97.82085394859314,17,0.011002540588378906,0.4783950617283951,0.4697518569612486,0.491097591777056,0.478395061728395
Classifiers.MLP,all,107.23295760154724,18,0.01000213623046875,0.4664351851851852,0.4673204740173782,0.47365820061861197,0.46643518518518523
Classifiers.MLP,all,90.89330792427063,19,0.010002613067626953,0.47646604938271603,0.4682984458011836,0.4781659671055899,0.4764660493827161
Classifiers.KNN,all,0.11902785301208496,0,6.064356565475464,,,,
Classifiers.KNN,all,0.11502647399902344,1,10.275294542312622,,,,
Classifiers.KNN,all,0.1160268783569336,2,11.481564283370972,0.4930555555555556,0.48794026980624483,0.49308934922172604,0.4930555555555556
Classifiers.KNN,all,0.12303018569946289,3,10.964447975158691,0.49112654320987653,0.48410498780041167,0.48849505575259516,0.4911265432098765
Classifiers.KNN,all,0.1180267333984375,4,6.313411474227905,,,,
Classifiers.KNN,all,0.1270284652709961,5,11.229509830474854,0.49151234567901236,0.48561427990172246,0.49064361921589367,0.4915123456790123
Classifiers.KNN,all,0.11502647399902344,6,4.918101072311401,,,,
Classifiers.KNN,all,0.1160271167755127,7,5.625255584716797,,,,
Classifiers.KNN,all,0.1180262565612793,8,10.639375448226929,0.5084876543209876,0.5000340561924371,0.5047088445421326,0.5084876543209877
Classifiers.KNN,all,0.11902761459350586,9,4.620033025741577,,,,
Classifiers.KNN,all,0.1140284538269043,10,6.426435232162476,,,,
Classifiers.KNN,all,0.11302542686462402,11,10.71939492225647,0.5185185185185185,0.5124117304394246,0.5154818893541848,0.5185185185185186
Classifiers.KNN,all,0.11202383041381836,12,6.737504482269287,,,,
Classifiers.KNN,all,0.11502361297607422,13,10.162269353866577,,,,
Classifiers.KNN,all,0.10702228546142578,14,11.275518417358398,0.4957561728395062,0.48759229664698517,0.48896992273182593,0.4957561728395061
Classifiers.KNN,all,0.11902570724487305,15,0.13503265380859375,,,,
Classifiers.KNN,all,0.2780628204345703,16,0.15503668785095215,,,,
Classifiers.KNN,all,0.2940676212310791,17,0.13102936744689941,,,,
Classifiers.KNN,all,0.14702725410461426,18,0.03600811958312988,,,,
Classifiers.KNN,all,0.4200935363769531,19,9.322458028793335,0.5123456790123457,0.506459612272352,0.5074580734044213,0.5123456790123456
Classifiers.DT,all,27.335104942321777,0,0.20304584503173828,0.5516975308641975,0.5520022576198694,0.5525460123861765,0.5516975308641975
Classifiers.DT,all,27.361111164093018,1,0.16203570365905762,0.5455246913580247,0.5462188200962439,0.5472678445647924,0.5455246913580248
Classifiers.DT,all,27.402120351791382,2,0.0690157413482666,0.5324074074074074,0.5322970424442669,0.5324399191085233,0.5324074074074073
Classifiers.DT,all,27.49914050102234,3,0.02300548553466797,0.5432098765432098,0.5422238337912664,0.5420206728799728,0.54320987654321
Classifiers.DT,all,27.44112801551819,4,0.09101986885070801,0.5262345679012346,0.526669993263541,0.528339166763808,0.5262345679012346
Classifiers.DT,all,27.24408197402954,5,0.2890646457672119,0.5470679012345679,0.5463615495127585,0.5463228829919757,0.5470679012345678
Classifiers.DT,all,27.533149480819702,6,0.017003536224365234,0.5543981481481481,0.5544162369197987,0.5552697833277781,0.5543981481481481
Classifiers.DT,all,27.2570903301239,7,0.13502764701843262,0.5505401234567902,0.5493209041126265,0.5489799837900026,0.55054012345679
Classifiers.DT,all,27.3241024017334,8,0.21104788780212402,0.5389660493827161,0.5392001296951623,0.5401123027567085,0.5389660493827161
Classifiers.DT,all,27.489139795303345,9,0.012002944946289062,0.5486111111111112,0.5472852813727583,0.5467956133025254,0.5486111111111112
Classifiers.DT,all,27.380114555358887,10,0.1580350399017334,0.5640432098765432,0.5646984209415029,0.5658326986103904,0.5640432098765432
Classifiers.DT,all,27.41312313079834,11,0.012002229690551758,0.5543981481481481,0.5540107085402614,0.5541014320288937,0.5543981481481481
Classifiers.DT,all,27.56715750694275,12,0.013002872467041016,0.5462962962962963,0.5452984946844509,0.5447735322700612,0.5462962962962964
Classifiers.DT,all,27.210076570510864,13,0.011002302169799805,0.5389660493827161,0.5385444445348716,0.5383091128755184,0.5389660493827161
Classifiers.DT,all,27.296095848083496,14,0.010002374649047852,0.5385802469135802,0.53733268152549,0.5364792906105709,0.5385802469135803
Classifiers.DT,all,27.537151098251343,15,0.015002965927124023,0.5408950617283951,0.5405862859683093,0.5409330077586956,0.5408950617283951
Classifiers.DT,all,16.995805501937866,16,0.007473945617675781,0.5435956790123457,0.5444268415875825,0.5461946084250531,0.5435956790123457
Classifiers.DT,all,16.8527729511261,17,0.007001638412475586,0.5381944444444444,0.5388234596810817,0.5406050572734293,0.5381944444444444
Classifiers.DT,all,16.727745294570923,18,0.008002281188964844,0.5385802469135802,0.5387272682256479,0.5391515918264236,0.5385802469135803
Classifiers.DT,all,16.921788930892944,19,0.00800180435180664,0.5617283950617284,0.5615341090303265,0.5617730238715922,0.5617283950617283
Classifiers.RF,all,128.92379426956177,0,0.07601618766784668,0.5320216049382716,0.524933920932199,0.5317044888367851,0.5320216049382717
Classifiers.RF,all,128.56471347808838,1,0.06301379203796387,0.533179012345679,0.528381086722157,0.5329745400532038,0.533179012345679
Classifiers.RF,all,128.87078261375427,2,0.07501721382141113,0.53125,0.5269372532921361,0.5329638943568384,0.53125
Classifiers.RF,all,129.19485473632812,3,0.054012298583984375,0.5459104938271605,0.5376034738342897,0.5396404840685372,0.5459104938271604
Classifiers.RF,all,128.88178420066833,4,0.08401894569396973,0.535108024691358,0.5302673567765251,0.5336839540900031,0.535108024691358
Classifiers.RF,all,128.85677886009216,5,0.07301664352416992,0.53125,0.5238862751507649,0.5267520528410201,0.53125
Classifiers.RF,all,128.7737591266632,6,0.0780172348022461,0.5308641975308642,0.5260661894075519,0.529221302848147,0.5308641975308642
Classifiers.RF,all,129.06482195854187,7,0.0600130558013916,0.5347222222222222,0.529173650042577,0.5313595312329663,0.5347222222222222
Classifiers.RF,all,128.73674941062927,8,0.06401443481445312,0.5216049382716049,0.5144848047558533,0.518918618346063,0.5216049382716048
Classifiers.RF,all,128.89178729057312,9,0.08001708984375,0.5289351851851852,0.524316007591056,0.5293381345025155,0.5289351851851852
Classifiers.RF,all,129.20485496520996,10,0.05301237106323242,0.5308641975308642,0.525833789266825,0.5275120341378835,0.5308641975308643
Classifiers.RF,all,129.08283019065857,11,0.05601191520690918,0.5482253086419753,0.5432173518472115,0.5466407549829485,0.5482253086419753
Classifiers.RF,all,128.9858090877533,12,0.07001352310180664,0.5416666666666666,0.5369502161110036,0.5431358614694698,0.5416666666666667
Classifiers.RF,all,128.74975395202637,13,0.06501483917236328,0.5254629629629629,0.5205773862749612,0.5277804094168252,0.525462962962963
Classifiers.RF,all,128.84977459907532,14,0.08301830291748047,0.5347222222222222,0.5292826168156304,0.5323301115106562,0.5347222222222222
Classifiers.RF,all,128.7747585773468,15,0.0760185718536377,0.5235339506172839,0.5179224452575739,0.5248667175014633,0.523533950617284
Classifiers.RF,all,79.38974094390869,16,0.05101132392883301,0.5289351851851852,0.525879613761494,0.5335309466642768,0.5289351851851852
Classifiers.RF,all,79.11567974090576,17,0.05101132392883301,0.5304783950617284,0.5254587741068977,0.5278534926947386,0.5304783950617283
Classifiers.RF,all,79.19169688224792,18,0.0490107536315918,0.5227623456790124,0.5172435741022144,0.5214612046191879,0.5227623456790124
Classifiers.RF,all,79.12568259239197,19,0.05001091957092285,0.529320987654321,0.5225651713966547,0.5252903311654448,0.529320987654321
Classifiers.GBM,all,1311.2798647880554,0,0.041008949279785156,0.6350308641975309,0.6306533815437952,0.6330861866872852,0.635030864197531
Classifiers.GBM,all,1310.8317646980286,1,0.041008949279785156,0.6585648148148148,0.6560521615031101,0.6574442008526136,0.6585648148148148
Classifiers.GBM,all,1312.0050263404846,2,0.038008689880371094,0.6577932098765432,0.6553961645070354,0.6578372646889947,0.6577932098765431
Classifiers.GBM,all,1310.5136923789978,3,0.07601714134216309,0.65625,0.6533314103135983,0.656199768350876,0.6562499999999999
Classifiers.GBM,all,1312.2320766448975,4,0.03900861740112305,0.6319444444444444,0.6295610962275754,0.630622388036237,0.6319444444444444
Classifiers.GBM,all,1311.7199637889862,5,0.039008378982543945,0.6481481481481481,0.6460470502910147,0.6472839225981137,0.6481481481481483
Classifiers.GBM,all,1312.6201651096344,6,0.031007051467895508,0.6469907407407407,0.6451592750775331,0.6467464443880534,0.6469907407407407
Classifiers.GBM,all,1311.6279423236847,7,0.040009260177612305,0.6450617283950617,0.6414979714341447,0.641851727525544,0.6450617283950617
Classifiers.GBM,all,1312.8342106342316,8,0.032007694244384766,0.6346450617283951,0.6315773584007555,0.6328674554387512,0.6346450617283952
Classifiers.GBM,all,1311.5489249229431,9,0.0400090217590332,0.6466049382716049,0.6447319214138805,0.6460092474192146,0.6466049382716048
Classifiers.GBM,all,1314.0624947547913,10,0.03100728988647461,0.6373456790123457,0.6346148848917266,0.6368012206110051,0.6373456790123456
Classifiers.GBM,all,1314.1025032997131,11,0.03200697898864746,0.6508487654320988,0.647619401264819,0.6484438803700823,0.6508487654320987
Classifiers.GBM,all,1311.832983970642,12,0.03700852394104004,0.6631944444444444,0.661391628700348,0.6636774266707659,0.6631944444444444
Classifiers.GBM,all,1312.0740377902985,13,0.0400090217590332,0.65625,0.6538303192141126,0.657078421305633,0.65625
Classifiers.GBM,all,1312.1450572013855,14,0.03900885581970215,0.6408179012345679,0.6380237146902412,0.6396948346176559,0.6408179012345679
Classifiers.GBM,all,1313.7634291648865,15,0.03100728988647461,0.6558641975308642,0.6538979807846448,0.6561802507912788,0.6558641975308642
Classifiers.GBM,all,1095.054583311081,16,0.03000617027282715,0.6415895061728395,0.6396054196264485,0.6438905983032418,0.6415895061728395
Classifiers.GBM,all,1095.4626746177673,17,0.03000640869140625,0.6489197530864198,0.6466395893448796,0.6489898401310072,0.6489197530864198
Classifiers.GBM,all,1095.5496933460236,18,0.030006885528564453,0.6408179012345679,0.6397189259213238,0.6418771830320726,0.6408179012345679
Classifiers.GBM,all,1094.889545917511,19,0.030007123947143555,0.6604938271604939,0.6567509897614033,0.6574373545577121,0.6604938271604939
